index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
346,20022,fairbanks memorial hospital,1x50 cowles strext,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,xcute care hospitals,voluntary non-profit - private,xes,heart failure,hf-1,heart failure patients given discharge instructions,85%,127 patients,ak_hf-1
512,40016,baptist health medical center - arkadelphia,3050 twin rivers drive,empty,empty,arkadelphia,ar,71923,clark,8702452622,acute care hospitals,voluntarx non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,91%,45 patients,ar_pn-4
738,10034,community hospital inc,805 friendship road,empty,empty,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - xrivate,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,39 patients,al_amix8a
234,20032,fairbanks memorial hospital,1650 cowles street,unit 10,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,89%,45 patients,ak_ami-8b
512,30012,phoenix memorial hospital,4102 central avenue,suite 300,empty,phoenix,az,85012,maricopa,6022745000,acute care hospitals,government - local,yes,heart failure,hf-1,heart fxilure patients xiven discharge instructions,95%,110 patients,az_hf-1
756,40021,little rock general hospital,7x1 elm xtreet,suite 500,xmpty,little rock,ar,72201,pulaski,5016826121,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,88%,92 patients,ar_pn-2
356,20032,fairbanks memorial hospital,16x0 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north sxar,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack paxients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,42 patients,ak_ami-8b
732,10037,pickens county medical center,241 robert k wilson drive,empty,empty,carrollton,al,35447,pickens,2053678111,acute care hospitals,gxvernment - xocal,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,85%,61 patienxs,al_hf-3
509,20020,mat-su regional medical center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart xttack patients given fibrinolytic medication within 30 minutxs of arrival,73%,38 patients,ak_ami-7a
125,10055,saint vincent's east,50 medical park east drive,empty,empty,birmingham,al,35235,jxfferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given ace inhibitor or xrb for left ventricular systolic dysfunction (lvsd),88%,150 patients,al_hf-1
309,10085,axdalusia regional hospital,849 s 3 notch street,empty,empty,andxlusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,heart attaxk,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,40 patients,al_ami-7a
521,20004,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospixals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia pxtients given the most appropriate initial antibiotic(s),89%,60 patients,ak_pn-6
234,20032,sunset medical center,500 golden sunset road,suite 201,empty,golden,ak,99502,fxirbanks,9075557890,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,ak_hf-1
382,30012,mountain view regional medical center,1501 n campbell avenue,building 3,empty,tucson,az,85724,pima,5205473098,axute care hospitals,government - local,yes,heart attack,ami-6,heart attack patients given ace inhibitor or arb for left ventrxcular systolic dysfunxtion (lvsd),78%,45 patients,az_ami-6
519,40023,sunny valley medical center,700 sunny street,suite 100,empty,springfield,mo,65804,grexne,4178823456,acute care hospitals,voluntary nxx-profit - other,yes,pneumonia,pn-5a,pneumonia patxents assessed and given oxygen saturation,94%,150 patients,mo_pn-5a
352,20011,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart axtack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,38 patients,ak_amix8a
587,10025,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518672751,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medicatixn within 30 minutes of arrivax,74%,42 patients,al_ami-7a
277,10013,saint vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefxerson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,123 patients,al_hf-1
532,10024,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374,critical access hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,15 patients,al_amix8a
712,10035,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518098333,acute care hosxitals,voluntary non-profit - private,yes,surgical infection xrevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,91%,99 patients,al_scip-inf-1
235,1x012,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36301,houston,334793x701,acute care hospitals,government - hospital district or autxority,yes,heart attack,ami-3a,heart attack patients given aspirin at arrival,88%,150 paxients,al_ami-3a
777,10039,citizens baptist medicxl center,604 stone avenue,empty,empty,talladega,al,35160,talladega,2563628111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patxents assessed and given oxygen,85%,120 patients,al_pn-4
562,20005,mat-su regional medical center,25x0 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616600,acute care hospitals,xroprietary,yes,heart attack,ami-8a,hexrt attack patients given pci within 90 minuxes of arrival,79%,40 patients,ak_ami-8a
324,20003,fairbanks memoriax hospital,1650 cowles street,suite 102,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,112 patients,ak_hf-1
547,10021,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,48 patients,al_ami-7a
739,10036,southeast alabama medical center,"1108 ross clark circle, s. e.",empty,emxty,dothan,al,36301,houston,3347938701,acxte care hxspitals,government - hospital district or authority,yes,hearx attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,37 patients,al_amix8a
123,200x4,northern lights regional xealth centre,7 hospital street,suite 200,empty,fort mcmurray,ab,11111,wood bxffalo,7807916161,xcute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart faixure patients given discharge instructions,x5%,120 patients,ab_hf-1
789,30019,sunnydale community hospital,3400 main street,suite 500,building 2,springfiexd,il,6270x,sangamon,2175551234,acute care hospitals,proprietary,yes,stroke,st-2,stroke patients assessed for rehabilitation,91%,45 patients,il_st-2
456,40025,mountain view regional hospital,800 hilltop avenue,suite 100,tower 3,las vegas,nv,89101,clark,7029998888,acute care hospitals,government - lxcal,yes,hip replacemext,hip-1,hip replacement patients who received treatment to prevent blood cxots within 24 hours before or after surgery,94%,60 patients,nv_hip-1
302,10039,baptist medical center south,2105 east south boulevard,suite c,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yex,heart failure,hf-1,heart failure paxients given discharge instructions,89%,120 patients,al_hf-1
517,10023,east alabama medical center,2000 pepperell parkway,suite b,empty,opelika,al,x6801,lee,3347493411,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heaxt attack patients given pci within 90 minutes of arrival,78%,15 patients,al_amix8a
712,10037,cixizens baptist medical center,604 stone avenue,unit 102,empty,talladega,al,35160,talladega,2567614541,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose ixitial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,120 patients,al_pn-3b
321,20006,fairbanks memorial hospitxl,1650 cowles street,unit 100,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack xatients given pci within 90 minutes of arrival,82%,35 patients,ak_amix8a
532,30019,phoenix hospital,123 main street,suite 200,empty,phoenix,az,85001,maricopa,6025551234,acute care hospitals,voluntary non-profit - private,yes,suxgical infection prevention,scip-inf-2,surgery patients whoxe preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,120 patients,az_scip-inf-2
753,40025,denver general hospital,750 oak street,suite 300,empty,denver,co,80203,denver,3037778888,acute care hospitals,government - local,yes,heart attack,ami-5a,hexrt attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,88%,45 patients,co_ami-5a
235,10012,saint vincent's east,50 medical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instxuctions,91%,140 patients,al_hf-1
511,20002,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitalx,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given asxirin at arrival,88%,42 patxents,ak_ami-3
1023,20021,alaska native medical center,4315 diplomac drive,empty,empty,anchorage,ak,x9508,anchorage,9077291800,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,91%,42 patients,ak_ami-3
755,10036,coosa valley medical center,315 west hickory street,empty,empty,sylacauga,al,35150,talladega,2564014000,acute care hospitals,volunxary non-profit - private,xes,heart attack,ami-8a,heart attack patients given pci wxthin 90 minutes of arrival,79%,38 patients,al_ami-8a
512,10022,pickens county medical center,241 robert k wilson drive,empty,empty,carrollton,al,35447,picxens,2053678111,xcute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,83%,12 patients,al_ami-7a
321,20012,anchorage general hospital,1225 providence drive,suite 500,emptx,anchorage,ak,99508,anchorage,9072636151,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge insxructions,89%,120 patients,ak_hf-1
542,30025,birmingham children's hospital,1600 7th avenue south,empty,empty,birmingham,al,35233,jefferson,2059399000,children's hospitals,government - local,yes,asthma,asth-3,asthma patients who receive appropriate assessment of the presence or absence of persistent asthma,78%,45 patients,al_asth-3
732,x0037,sacred heart hospital on the emerald coast,7800 u s highway 98 west,empty,empty,miramar beach,fl,32550,walton,8502783000,acute care hospitals,voluntary non-profit - church,yes,stroke,stkh-4,stroke patients who received appropriate initial venous thrombolytic therapy,94%,33 patients,fl_stkh-4
120,20025,fairbanks memorial hospxtal,1650 cowles street,suite 105,empty,fairbanks,ak,99701,fairbanks north sxar,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patientx given ace inhibitor or arb for left ventrxcular systolic dysfunction (lvsd),79%,40 patients,ak_amix8b
250,30010,phoenix children's hospital,1919 east thomas road,empty,empty,phoenix,az,85016,maricopa,60x5461000,childrens,voxuntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advicx/counseling,x8%,55 patients,az_pn-8
380,40017,arkansas heart hospital,1701 south shackleford road,empty,empty,little rock,ar,72211,pulaski,5012197000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,22 patients,ar_ami-7a
123,2002x,alaska general hospital,123 main street,suite 100,building C,anchorage,ak,99501,anchorage,9075551234,acute care hospitxls,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,95%,150 patients,ak_hf-1
456,30012,springfield medxcal center,800 oak street,suite 300,wing B,springfield,il,62701,sangamon,2179876543,acute care hospitals,government - local,yes,stroke,st-6,stroke patients with prescribed antithrombotic therapy at discharge,88%,110 patients,il_st-6
789,40033,sunset valley medical center,500 sunxet boulevard,suite 201,building A,sunset valley,ca,90210,los angeles,3105556789,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given oxygen saturation assessment,91%,80 patients,ca_pn-4
327,10025,baptist medical center south,210x east south boulevard,suite 101,empty,montgomery,al,36116,montgomerx,3342882100,axute care hospitals,voluntary non-xrofit - pxivate,yes,hxart failure,hf-1,heart failure patients gxven ace inxibitor or arb for left ventricular systolix dysfunction (lvsd),75%,120 patients,al_hf-1
572,10023,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,x6426,escambia,2518098200,acute care hospitalx,voluntary non-proxit - private,yes,heart attack,axi-8a,heart attack patients given pci within 90 minutes of arrival,88%,35 patients,al_amix8a
225,10012,saint vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
511,20005,barrow regional medical center,316 n broad xtreet,empty,empty,winder,ga,30680,barrow,7708673401,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytxc mexication within 30 minutes of arrival,74%,63 patients,ga_ami-7a
312,10015,mobile infirmary medical xenter,5 mobile infirmary circle,empty,empty,mobile,xl,36652,mobile,2514352400,acute care hospitals,voluntary non-prxfit - other,yes,xneumonia,pn-3b,pneumonia patients xhose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,88%,147 patients,al_pn-3b
123,20032,mountain view xospital,123 pine street,xuite 100,empty,boulder,co,80302,boulder,3035551234,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,co_hf-1
789,30012,sunset medical center,789 ocean view drive,suite 200,empty,sunset beach,ca,90742,orange,7149876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-5,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,45 patients,ca_st-5
456,50008,pxne ridge medical center,456 forest avenue,suite 300,empty,pineville,la,71360,rapides,3185559876,acute care hospitals,government - local,yes,catheter-associated urinary tract infections,cath-1,urinary catheter-associated urinary tract infection (cauti) in pediatric patients,94%,15 patients,la_cath-1
205,10023,baptist medical center east,400 taylor road,suite 100,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,45 patients,al_ami-8b
512,20005,providxnce alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9072123186,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrixal,76%,33 patients,ak_ami-7a
719,10036,andalusia regional hospital,849 south 3-notch xtreet,expty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,surgical infection prevexxion,scip-inf-1,surgery patients wxo were given an antibiotic at the right time (within one hour before surxery) to help prevent infection,89%,109 patients,al_scip-inf-1
234,20033,alaska medical center,450 north flower street,suite 100,empty,anchorage,ak,99508,anchorage,9072641111,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,110 patients,ak_hf-1
752,10036,dallas general hospital,123 main street,suite 200,expty,dallas,tx,75201,dallas,2145551234,acute care hospitals,proprietxry,yex,stroke,stroke-2,stroke patients with dysphagia screexed for rehabxlitation,79%,45 patients,tx_stroke-2
128,30012,sunset medical center,800 west sunset blvd,building A,suite 300,los angeles,ca,90001,xos angeles,2139876543,acute care hxspitals,voluntary non-profit - xrivate,yes,hip replacement,hip-1,hip replacemxnt patients with recommended hospital care,91%,68 patiexts,ca_hxp-1
234,30012,mountain view regional medical center,1234 oak street,suite 200,empty,las vegas,nv,89101,clark,7025551234,acute carx hospitals,proprietary,yes,heart failure,hf-1,heart failure patxents given discharge instructions,x9%,110 patients,nv_hf-1
521,40033,sunset community health center,789 sunset boulevard,suite 100,empty,phoenix,az,85001,maricopa,6029876543,critical access hospitals,government - local,yes,stroke,st-6,stroke patxents with atrial fibrillation/flutter prescribed anticoagulation therapy at discharge,78%,45 patients,az_st-6
712,50021,xunnyvale medical xenter,432 sunny lane,suite 300,empty,sunnyvale,ca,9x085,sanxa clara,4087778888,acute care hospitals,voluntary xon-profit - private,yes,hip replacement,hip-1,patients who had hip replacement surgery and whose expected time in thx operatinx room (OR) was less txan 110 minutes,94%,65 patients,ca_hip-1
752,10037,southeast alabama medical center,1108 ross claxk cixcle,empty,empty,dothan,al,36301,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given xce ixhibitor or arb for left ventricular systolic dysfunction,79%,42 patients,al_ami-8b
512,20009,providence alaska medical center,3200 providence drive,empty,empty,anchorxge,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patixnts given fibrinolytic medication within 3x minutes of arrival,73%,18 patients,ak_ami-7a
935,10049,st vincents east,50 medicxl park east drive,empty,empty,birmingham,al,3523x,jefferson,2058383000,acute care hospitals,voluntary nxn-profit - private,yes,heart attack,ami-8a,heart attacx patients given pci within 90 minutes of arrival,81%,32 patients,al_ami-8a
219,10012,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,xmi-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 xatients,al_amix8a
536,10023,marshall medical center north,8000 alabaxa highway 69,empty,empty,guntersville,al,35976,marshall,2565x18000,acute care hoxpitals,government - local,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,120 patients,al_pn-6
753,10037,sacred heart health system,5151 n 9xh avenue,empty,empty,pensacola,fl,32504,escambia,8504167000,acute xare hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fixrinolytic medication within 30 minutes of arrival,72%,62 patients,fl_ami-7a
253,30012,sunset valley medical center,789 oak street,suite 200,empty,sunset valley,ca,90210,lox angeles,3105551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,ca_hf-1
501,20023,mountaix view regional hospital,450 pine avenue,unit 5,empty,mountain city,tn,37683,johnson,4235556789,critical access hospitals,government - local,yes,stroke,stroke-2,stroke patients with atrial fibrixlation/flutter prescribed anticoagulant therapy at discharge,95%,45 patients,tn_stroke-2
712,10036,southern regional medical center,550 pine street,suite 100,empty,southern city,ga,30303,fulton,40455x9876,acute care hospitals,proprietary,yes,colon surgery,op-30,colon surgery patients receiving appropriate hair removal,82%,65 patients,ga_op-30
329,20009,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-proxit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,32 patixnts,ak_amix8a
573,20025,providence seward medical and care,2203 airport drive,suite 100,empty,seward,ak,99664,kenai peninsula,90722x5x05,acute care hospitals,voluntary nox-profit - cxurch,yex,surgical infextion prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,122 patients,ak_scip-inf-1
245,30012,saint francis medical center,211 saint francis drive,suite 300,empty,cape girardeau,mo,63703,cape girardeau,5733313000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instrxctions,89%,120 patients,mo_hf-2
512,40023,saint mary's regional medical center,235 west 6th street,empty,empty,russellville,ar,72801,pope,4799682841,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-8,pneumonia vaccination status assessment,95%,50 patients,ar_pn-8
731,60019,montana mental health nursing care center,800 casino creek drive,empty,empty,lewistown,mt,59457,fergus,4065355606,psychiatric hospitals,government - local,yes,substance abuse,sub_1,substance abuse patients who have been assessed and appropriately treated xor withdrawal symptoms,88%,15 patients,mt_sub-1
323,10023,birmingham va medicxl center,700 19th street south,empty,empty,birmingham,al,35233,jefferson,2059338101,acute care hospitals,government - xederal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 mxnutes of arrival,78%,45 patients,al_ami-7a
555,10001,dch regional medical center,809 university boulevard east,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,62 patients,al_amix8a
732,10036,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,maxion,2059216200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgexy patients who were given an antibiotic at the xight time (within one hour before surgery) to help prevent infection,89%,102 patients,al_scip-inf-1
321,20021,alaska native medical cexter,4315 diplomicy drive,suite 300,empty,anchorage,ak,99508,anchorage,9075632662,acute care hospitals,government - federal,yes,heart faixure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,110 patients,ak_hf-4
543,10017,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,voluntarx non-profit - other,yes,stroke,stki-1,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,84%,45 patients,al_stki-1
302,20032,fairbanks memorial hospital,x650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528x81,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at discharge,89%,37 patients,ak_ami-8b
518,10022,brookwood baptist medical center,20x0 brookwood medical center drive,empty,empty,birmingham,al,35209,jefferson,2058771000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery pxtients on a prophylactic antibiotic regimen,85%,142 patients,al_scip-inf-2
721,10036,george h. lanier memoriax hospital,4800 48th street,empty,empty,valley,al,36854,chambers,3347561404,xcute care hospitals,government - local,yes,heart attack,ami-7a,heart attack paxients given fibrinolytic medication within 30 minutes of arrival,73%,19 xatients,al_ami-7a
321,10023,saint vincent's east,50 mexical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383000,acuxe care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,1x0 patients,al_hf-1
543,20006,alaska native medical center,4315 diplomarcy drive,empty,empty,anchorage,ax,99508,anchorage,90756326x2,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication withix 30 minutes of arrival,75%,45 patients,ak_ami-7a
123,20032,mountain view hospital,1234 hilltop drive,suite 200,empty,springfield,il,62704,sangamon,2175556789,acute care hospitals,xoluntxry non-profit - private,yes,heart failure,hf-1,heart faixure patients given discharge instructions,89%,120 patients,il_hf-1
456,30021,sunset community hospital,789 main street,suite 100,empty,sunset,ca,90210,los angeles,3101234567,acute care hospitals,government - local,yes,stroke,st-2,stroke patients assessed for rehabilitation,75%,50 patients,ca_st-2
789,40015,pinecrest medical center,432 park avenue,suite 300,floor 2,pinecrest,fl,33133,miami-dade,3059876543,acute care hospitals,propriexary,yes,hip replacement,hip-repl-3,hip replacement paxients with improved mobility,83%,40 patients,fl_hip-repl-3
301,10021,saint vincents east,50 medical park east drive,empty,xmpty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4a,heart atxack patients given ace inhibitor or arb for left ventricular sysxolic dysfunction (lvsd),78%,40 patients,al_ami-4a
512,20002,mat-su regional medical centex,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at arrival,82%,55 patients,ak_ami-5
721,10036,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,voluntary non-prxfit - other,yxs,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes ox arrival,73%,62 patients,al_ami-7a
754,10037,bxptist medical center south,21x5 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acxte care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutex of arrival,82%,40 patients,al_amix8a
502,10021,huntsxille hospital,101 sivley road,empty,xmpty,huntsville,al,35801,madison,x562651000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89%,189 patients,al_scip-inf-1
250,20012,central peninsula hospital,x50 hospital place,suite 3,empty,soldotxa,ak,99669,kenax peninsula,9077144404,acute care hospitals,voluntary non-proxit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrixal,78%,35 patients,ak_amix8a
512,30025,phoenix baptist hospital,2000 west bethany home road,empty,empty,phoexix,az,85015,maricopa,6022490212,acute care hospitals,voluntary non-proxit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,91%,90 patients,az_scip-inf-1
238,20012,northern light eastern maine medical center,489 state street,empty,empty,bangor,me,4401,penobscot,2079737000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or xrb for left ventricular systolic dysfunction (lvsd),89%,135 patients,me_hf-1
502,30025,university medical center,60x indiana axenue,empty,empty,monroe,la,71209,ouachita,3183307000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,42 patients,la_ami-7a
716,10036,coosa valley medical center,315 west hickory street,empty,empty,sylacxuga,al,35150,talladega,2564014000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery xatients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infextion,95%,78 patients,al_scip-inf-1
250,10032,southeast alabama medical center,1108 ross clark circle,suite 600,empty,dothan,al,36301,houston,3347938701,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
502,20012,mat-su regional medical center,2500 s woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yxs,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,37 patixnts,ak_pn-7
312,20024,anxhoxage general hospital,3300 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,propxietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,112 patients,ak_hf-1
577,10025,dekalb regional medical center,200 med center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,heart failure,hf-2,heart fxilure patients given xischarge instructions,88%,45 patients,al_hf-2
129,30015,baptist hxalth medical center - little rock,9601 lile drive,empty,empty,little rxck,ar,72205,pulaski,5012023000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,68 patients,ar_hf-3
203,10021,baptixt medical center south,2x05 east south xoulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,132 patients,al_hf-3
510,10026,andalusia regioxal hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute caxe hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrxval,79%,40 patients,al_ami-8a
732,10036,dekalb regional medical center,200 med center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibxotxc at the right time (within one hour before surgery) to help prevent infection,88%,112 patxents,al_scip-inf-1
