row_index,column_index,column_name,clean_value,dirty_value
544,18,sample,201 patients,221 patients
545,8,zip code,96815,96816
545,10,phone number,8085551234,8085551243
545,17,score,95%,93%
545,18,sample,120 patients,116 patients
546,0,index,456,457
546,1,provider number,30009,30090
546,6,city,phoenix,pheonix
546,8,zip code,85001,85010
546,10,phone number,6029876543,6029876544
546,17,score,88%,87%
546,18,sample,45 patients,46 patients
547,0,index,789,790
547,1,provider number,40012,40021
547,8,zip code,55416,55417
547,10,phone number,6123337890,6123337891
547,17,score,93%,94%
547,18,sample,65 patients,66 patients
548,0,index,302,303
548,1,provider number,10028,10082
548,8,zip code,36545,36546
548,10,phone number,2512469021,2512469022
548,17,score,85%,84%
548,18,sample,45 patients,44 patients
549,1,provider number,20005,20015
549,4,address2,empty,suite 100
549,17,score,78%,76%
549,18,sample,33 patients,35 patients
550,4,address2,empty,suite 200
550,17,score,89%,88%
550,18,sample,60 patients,62 patients
551,17,score,89%,87%
551,18,sample,95 patients,90 patients
552,4,address2,empty,unit 105
552,8,zip code,85364,85365
552,10,phone number,9283442000,9283442001
552,17,score,74%,72%
552,18,sample,48 patients,50 patients
553,4,address2,empty,suite 301
553,8,zip code,20850,20851
553,10,phone number,3012796000,3012796002
553,13,emergency service,yes,no
553,17,score,82%,85%
553,18,sample,63 patients,65 patients
554,8,zip code,90210,90211
554,10,phone number,3105551234,3105551235
554,17,score,85%,86%
554,18,sample,120 patients,125 patients
555,8,zip code,33133,33134
555,10,phone number,3057895678,3057895679
555,17,score,89%,87%
555,18,sample,65 patients,60 patients
556,8,zip code,75201,75202
556,10,phone number,2143339876,2143339871
556,17,score,93%,95%
556,18,sample,150 workers,155 workers
557,8,zip code,99701,99702
557,10,phone number,9074585555,9074585551
557,17,score,84%,82%
557,18,sample,120 patients,125 patients
558,1,provider number,30012,30021
558,2,hospital name,presbyterian hospital,presbyterian hospitl
558,3,address1,1100 central avenue se,1100 central ave se
558,4,address2,empty,suite 101
558,6,city,albuquerque,albuquerqe
558,8,zip code,87106,87116
558,9,county name,bernalillo,bernalilo
558,10,phone number,5058411234,5058411243
558,17,score,91%,90%
558,18,sample,56 patients,55 patients
559,1,provider number,40021,40012
559,2,hospital name,flagstaff medical center,flagstaff medical cntr
559,3,address1,1200 north beaver street,1200 n beaver st
559,6,city,flagstaff,flagstaf
559,8,zip code,86001,86010
559,17,score,78%,80%
559,18,sample,40 patients,45 patients
560,1,provider number,20022,20023
560,4,address2,suite 201,suite 203
560,8,zip code,90210,90212
560,10,phone number,3105551234,3105551243
560,17,score,78%,80%
560,18,sample,45 patients,40 patients
561,1,provider number,30015,3015
561,8,zip code,89123,89132
562,1,provider number,40008,408
562,3,address1,777 elm street,77 elm street
562,8,zip code,33001,33000
562,10,phone number,3055559876,3055558769
563,1,provider number,20087,20078
563,8,zip code,99503,99504
563,10,phone number,9075551234,9075551243
564,4,address2,building B,building C
564,8,zip code,85001,85010
564,10,phone number,6029876543,6029876544
564,17,score,77%,76%
564,18,sample,45 patients,44 patients
565,4,address2,suite 200,suite 201
565,8,zip code,93701,93702
565,10,phone number,5597654321,5597654322
565,17,score,94%,93%
565,18,sample,35 patients,36 patients
566,4,address2,unit 300,unit 301
566,8,zip code,99709,99708
566,10,phone number,9074585555,9074585556
566,17,score,84%,85%
566,18,sample,150 patients,149 patients
567,1,provider number,10038,10083
567,4,address2,empty,building 3
567,5,address3,empty,suite 101
567,17,score,77%,72%
568,1,provider number,30012,30021
568,4,address2,empty,unit 5
568,5,address3,empty,suite 302
568,8,zip code,85016,85061
568,10,phone number,6029331000,6029331001
568,17,score,93%,90%
569,1,provider number,10078,10087
569,17,score,82%,78%
569,18,sample,150 patients,155 patients
570,4,address2,empty,suite 100
570,8,zip code,99645,99654
570,10,phone number,9078616000,9078616001
570,17,score,89%,88%
570,18,sample,120 patients,121 patients
571,1,provider number,10060,10061
571,4,address2,empty,suite 200
571,8,zip code,31904,31905
571,10,phone number,7064942100,7064942101
571,17,score,78%,79%
571,18,sample,40 patients,41 patients
572,1,provider number,20024,20023
572,3,address1,250 hospital place,251 hospital place
572,4,address2,unit 1,unit 2
572,5,address3,floor 3,floor 4
572,8,zip code,99669,99668
572,10,phone number,9077144404,9077144405
572,17,score,78%,77%
572,18,sample,45 patients,44 patients
573,4,address2,suite 2a,suite 2b
575,10,phone number,2058383122,2058383221
576,2,hospital name,andalusia regional hospital,andalusia regional hospitl
576,8,zip code,36420,36421
577,8,zip code,35401,35410
578,2,hospital name,bayside community hospital,bayside community hospitl
578,8,zip code,99601,99610
579,1,provider number,30014,30041
579,8,zip code,85007,85070
579,10,phone number,6029876543,6029876544
579,18,sample,98 patients,99 patients
580,1,provider number,40031,40013
580,2,hospital name,sunnyvale medical center,sunyvale medical center
580,6,city,sunnyvale,sunyvale
580,10,phone number,4087654321,4087654320
581,1,provider number,10023,10032
581,10,phone number,2055532350,2055532351
582,1,provider number,20005,20050
582,4,address2,empty,suite 101
582,8,zip code,99701,99702
582,10,phone number,9074528181,9074528182
582,17,score,90%,88%
582,18,sample,120 patients,122 patients
583,1,provider number,10031,10013
583,6,city,huntsville,hunstville
583,8,zip code,35801,35810
583,10,phone number,2562651000,2562651001
583,17,score,74%,70%
583,18,sample,35 patients,30 patients
584,1,provider number,20026,20062
584,8,zip code,99701,99703
584,10,phone number,9074585555,9074585556
584,17,score,91%,89%
584,18,sample,127 patients,129 patients
585,1,provider number,20011,20111
585,4,address2,empty,apt 101
585,5,address3,empty,building C
585,8,zip code,99645,99646
585,10,phone number,9078616000,9078616001
585,12,hospital owner,proprietary,government - local
585,17,score,89%,87%
585,18,sample,145 patients,140 patients
585,19,stateavg,ak_pn-3b,ak_pn-3c
586,4,address2,suite 100,unit 200
586,5,address3,building A,building B
586,6,city,birmingham,birmingh
586,10,phone number,2051234567,2051234568
586,13,emergency service,yes,no
586,17,score,88%,89%
586,18,sample,150 patients,155 patients
586,19,stateavg,al_st-4,al_st-5
587,1,provider number,30012,31002
587,8,zip code,36608,36618
587,10,phone number,2519876543,2519876542
587,12,hospital owner,proprietary,government - local
587,17,score,82%,83%
587,18,sample,100 patients,105 patients
587,19,stateavg,al_hf-3,al_hf-4
588,6,city,montgomery,montgomer
588,8,zip code,36117,36118
588,10,phone number,3345678901,3345678902
588,17,score,75%,74%
588,18,sample,80 patients,85 patients
588,19,stateavg,al_pn-4a,al_pn-4b
589,6,city,springfield,springfiel
589,8,zip code,62701,62702
589,10,phone number,2175551234,2175551235
589,17,score,85%,86%
589,18,sample,100 patients,105 patients
589,19,stateavg,il_hf-1,il_hf-2
590,6,city,los angeles,los angel
590,8,zip code,90001,90002
590,10,phone number,2139876543,2139876544
590,17,score,78%,77%
590,18,sample,50 patients,55 patients
590,19,stateavg,ca_st-6,ca_st-7
591,5,address3,empty,suite 101
591,8,zip code,71360,71361
591,10,phone number,3185556789,3185556790
591,17,score,92%,91%
591,18,sample,40 patients,41 patients
592,8,zip code,99508,99580
592,10,phone number,9075637100,9075637101
592,17,score,95%,94%
592,18,sample,45 patients,40 patients
593,8,zip code,36607,36617
593,10,phone number,2514352400,2514352401
593,17,score,88%,89%
593,18,sample,110 patients,111 patients
