index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
789,30019,sunnydale community hospital,3400 main street,suite 500,building 2,springfield,il,62701,sangamon,2175551234,acute care hospitals,proprietary,yes,stroke,st-2,stroke patients assessed for rehabilitation,91%,45 patients,il_st-2
456,40025,mountain view regional hospital,800 hilltop avenue,suite 100,tower 3,las vegas,nv,89101,clark,7029998888,acute care hospitals,government - local,yes,hip replacement,hip-1,hip replacement patients who received treatment to prevent blood clots within 24 hours before or after surgery,94%,60 patients,nv_hip-1
302,10039,baptist medical center south,2105 east south boulevard,suite c,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,al_hf-1
517,10023,east alabama medical center,2000 pepperell parkway,suite b,empty,opelika,al,36801,lee,3347493411,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,15 patients,al_amix8a
712,10037,citizens baptist medical center,604 stone avenue,unit 102,empty,talladega,al,35160,talladega,2567614541,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,120 patients,al_pn-3b
321,20006,fairbanks memorial hospital,1650 cowles street,unit 100,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,35 patients,ak_amix8a
532,30019,phoenix hospital,123 main street,suite 200,empty,phoenix,az,85001,maricopa,6025551234,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,120 patients,az_scip-inf-2
753,40025,denver general hospital,750 oak street,suite 300,empty,denver,co,80203,denver,3037778888,acute care hospitals,government - local,yes,heart attack,ami-5a,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,88%,45 patients,co_ami-5a
235,10012,saint vincent's east,50 medical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,91%,140 patients,al_hf-1
511,20002,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,88%,42 patients,ak_ami-3
1023,20021,alaska native medical center,4315 diplomac drive,empty,empty,anchorage,ak,99508,anchorage,9077291800,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,91%,42 patients,ak_ami-3
755,10036,coosa valley medical center,315 west hickory street,empty,empty,sylacauga,al,35150,talladega,2564014000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,38 patients,al_ami-8a
512,10022,pickens county medical center,241 robert k wilson drive,empty,empty,carrollton,al,35447,pickens,2053678111,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,83%,12 patients,al_ami-7a
321,20012,anchorage general hospital,1225 providence drive,suite 500,empty,anchorage,ak,99508,anchorage,9072636151,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,ak_hf-1
542,30025,birmingham children's hospital,1600 7th avenue south,empty,empty,birmingham,al,35233,jefferson,2059399000,children's hospitals,government - local,yes,asthma,asth-3,asthma patients who receive appropriate assessment of the presence or absence of persistent asthma,78%,45 patients,al_asth-3
732,10037,sacred heart hospital on the emerald coast,7800 u s highway 98 west,empty,empty,miramar beach,fl,32550,walton,8502783000,acute care hospitals,voluntary non-profit - church,yes,stroke,stkh-4,stroke patients who received appropriate initial venous thrombolytic therapy,94%,33 patients,fl_stkh-4
120,20025,fairbanks memorial hospital,1650 cowles street,suite 105,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,40 patients,ak_amix8b
250,30010,phoenix children's hospital,1919 east thomas road,empty,empty,phoenix,az,85016,maricopa,6025461000,childrens,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,88%,55 patients,az_pn-8
380,40017,arkansas heart hospital,1701 south shackleford road,empty,empty,little rock,ar,72211,pulaski,5012197000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,22 patients,ar_ami-7a
123,20029,alaska general hospital,123 main street,suite 100,building C,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,95%,150 patients,ak_hf-1
456,30012,springfield medical center,800 oak street,suite 300,wing B,springfield,il,62701,sangamon,2179876543,acute care hospitals,government - local,yes,stroke,st-6,stroke patients with prescribed antithrombotic therapy at discharge,88%,110 patients,il_st-6
789,40033,sunset valley medical center,500 sunset boulevard,suite 201,building A,sunset valley,ca,90210,los angeles,3105556789,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given oxygen saturation assessment,91%,80 patients,ca_pn-4
327,10025,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,120 patients,al_hf-1
572,10023,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518098200,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,88%,35 patients,al_amix8a
225,10012,saint vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
511,20005,barrow regional medical center,316 n broad street,empty,empty,winder,ga,30680,barrow,7708673401,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,74%,63 patients,ga_ami-7a
312,10015,mobile infirmary medical center,5 mobile infirmary circle,empty,empty,mobile,al,36652,mobile,2514352400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,88%,147 patients,al_pn-3b
123,20032,mountain view hospital,123 pine street,suite 100,empty,boulder,co,80302,boulder,3035551234,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,co_hf-1
789,30012,sunset medical center,789 ocean view drive,suite 200,empty,sunset beach,ca,90742,orange,7149876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-5,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,45 patients,ca_st-5
456,50008,pine ridge medical center,456 forest avenue,suite 300,empty,pineville,la,71360,rapides,3185559876,acute care hospitals,government - local,yes,catheter-associated urinary tract infections,cath-1,urinary catheter-associated urinary tract infection (cauti) in pediatric patients,94%,15 patients,la_cath-1
205,10023,baptist medical center east,400 taylor road,suite 100,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,45 patients,al_ami-8b
512,20005,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9072123186,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,76%,33 patients,ak_ami-7a
719,10036,andalusia regional hospital,849 south 3-notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89%,109 patients,al_scip-inf-1
234,20033,alaska medical center,450 north flower street,suite 100,empty,anchorage,ak,99508,anchorage,9072641111,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,110 patients,ak_hf-1
752,10036,dallas general hospital,123 main street,suite 200,empty,dallas,tx,75201,dallas,2145551234,acute care hospitals,proprietary,yes,stroke,stroke-2,stroke patients with dysphagia screened for rehabilitation,79%,45 patients,tx_stroke-2
128,30012,sunset medical center,800 west sunset blvd,building A,suite 300,los angeles,ca,90001,los angeles,2139876543,acute care hospitals,voluntary non-profit - private,yes,hip replacement,hip-1,hip replacement patients with recommended hospital care,91%,68 patients,ca_hip-1
234,30012,mountain view regional medical center,1234 oak street,suite 200,empty,las vegas,nv,89101,clark,7025551234,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,110 patients,nv_hf-1
521,40033,sunset community health center,789 sunset boulevard,suite 100,empty,phoenix,az,85001,maricopa,6029876543,critical access hospitals,government - local,yes,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulation therapy at discharge,78%,45 patients,az_st-6
712,50021,sunnyvale medical center,432 sunny lane,suite 300,empty,sunnyvale,ca,94085,santa clara,4087778888,acute care hospitals,voluntary non-profit - private,yes,hip replacement,hip-1,patients who had hip replacement surgery and whose expected time in the operating room (OR) was less than 110 minutes,94%,65 patients,ca_hip-1
752,10037,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36301,houston,3347938701,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,79%,42 patients,al_ami-8b
512,20009,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,18 patients,ak_ami-7a
935,10049,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,32 patients,al_ami-8a
219,10012,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,al_amix8a
536,10023,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acute care hospitals,government - local,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,120 patients,al_pn-6
753,10037,sacred heart health system,5151 n 9th avenue,empty,empty,pensacola,fl,32504,escambia,8504167000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,62 patients,fl_ami-7a
253,30012,sunset valley medical center,789 oak street,suite 200,empty,sunset valley,ca,90210,los angeles,3105551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,120 patients,ca_hf-1
501,20023,mountain view regional hospital,450 pine avenue,unit 5,empty,mountain city,tn,37683,johnson,4235556789,critical access hospitals,government - local,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,95%,45 patients,tn_stroke-2
712,10036,southern regional medical center,550 pine street,suite 100,empty,southern city,ga,30303,fulton,4045559876,acute care hospitals,proprietary,yes,colon surgery,op-30,colon surgery patients receiving appropriate hair removal,82%,65 patients,ga_op-30
329,20009,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,32 patients,ak_amix8a
573,20025,providence seward medical and care,2203 airport drive,suite 100,empty,seward,ak,99664,kenai peninsula,9072245205,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,122 patients,ak_scip-inf-1
245,30012,saint francis medical center,211 saint francis drive,suite 300,empty,cape girardeau,mo,63703,cape girardeau,5733313000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,89%,120 patients,mo_hf-2
512,40023,saint mary's regional medical center,235 west 6th street,empty,empty,russellville,ar,72801,pope,4799682841,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-8,pneumonia vaccination status assessment,95%,50 patients,ar_pn-8
731,60019,montana mental health nursing care center,800 casino creek drive,empty,empty,lewistown,mt,59457,fergus,4065355606,psychiatric hospitals,government - local,yes,substance abuse,sub_1,substance abuse patients who have been assessed and appropriately treated for withdrawal symptoms,88%,15 patients,mt_sub-1
323,10023,birmingham va medical center,700 19th street south,empty,empty,birmingham,al,35233,jefferson,2059338101,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,78%,45 patients,al_ami-7a
555,10001,dch regional medical center,809 university boulevard east,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,62 patients,al_amix8a
732,10036,marion regional medical center,1256 military street south,empty,empty,hamilton,al,35570,marion,2059216200,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89%,102 patients,al_scip-inf-1
321,20021,alaska native medical center,4315 diplomicy drive,suite 300,empty,anchorage,ak,99508,anchorage,9075632662,acute care hospitals,government - federal,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,110 patients,ak_hf-4
543,10017,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,voluntary non-profit - other,yes,stroke,stki-1,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,84%,45 patients,al_stki-1
302,20032,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at discharge,89%,37 patients,ak_ami-8b
518,10022,brookwood baptist medical center,2010 brookwood medical center drive,empty,empty,birmingham,al,35209,jefferson,2058771000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients on a prophylactic antibiotic regimen,85%,142 patients,al_scip-inf-2
721,10036,george h. lanier memorial hospital,4800 48th street,empty,empty,valley,al,36854,chambers,3347561404,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,19 patients,al_ami-7a
321,10023,saint vincent's east,50 medical park east drive,suite 259,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,al_hf-1
543,20006,alaska native medical center,4315 diplomarcy drive,empty,empty,anchorage,ak,99508,anchorage,9075632662,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,45 patients,ak_ami-7a
123,20032,mountain view hospital,1234 hilltop drive,suite 200,empty,springfield,il,62704,sangamon,2175556789,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,il_hf-1
456,30021,sunset community hospital,789 main street,suite 100,empty,sunset,ca,90210,los angeles,3101234567,acute care hospitals,government - local,yes,stroke,st-2,stroke patients assessed for rehabilitation,75%,50 patients,ca_st-2
789,40015,pinecrest medical center,432 park avenue,suite 300,floor 2,pinecrest,fl,33133,miami-dade,3059876543,acute care hospitals,proprietary,yes,hip replacement,hip-repl-3,hip replacement patients with improved mobility,83%,40 patients,fl_hip-repl-3
301,10021,saint vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,40 patients,al_ami-4a
512,20002,mat-su regional medical center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at arrival,82%,55 patients,ak_ami-5
721,10036,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,62 patients,al_ami-7a
754,10037,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,40 patients,al_amix8a
502,10021,huntsville hospital,101 sivley road,empty,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,89%,189 patients,al_scip-inf-1
250,20012,central peninsula hospital,250 hospital place,suite 3,empty,soldotna,ak,99669,kenai peninsula,9077144404,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,35 patients,ak_amix8a
512,30025,phoenix baptist hospital,2000 west bethany home road,empty,empty,phoenix,az,85015,maricopa,6022490212,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,91%,90 patients,az_scip-inf-1
238,20012,northern light eastern maine medical center,489 state street,empty,empty,bangor,me,4401,penobscot,2079737000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,135 patients,me_hf-1
502,30025,university medical center,602 indiana avenue,empty,empty,monroe,la,71209,ouachita,3183307000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,42 patients,la_ami-7a
716,10036,coosa valley medical center,315 west hickory street,empty,empty,sylacauga,al,35150,talladega,2564014000,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,78 patients,al_scip-inf-1
250,10032,southeast alabama medical center,1108 ross clark circle,suite 600,empty,dothan,al,36301,houston,3347938701,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
502,20012,mat-su regional medical center,2500 s woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,37 patients,ak_pn-7
312,20024,anchorage general hospital,3300 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,112 patients,ak_hf-1
577,10025,dekalb regional medical center,200 med center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given discharge instructions,88%,45 patients,al_hf-2
129,30015,baptist health medical center - little rock,9601 lile drive,empty,empty,little rock,ar,72205,pulaski,5012023000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,68 patients,ar_hf-3
203,10021,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,132 patients,al_hf-3
510,10026,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,40 patients,al_ami-8a
732,10036,dekalb regional medical center,200 med center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,112 patients,al_scip-inf-1
208,20036,northern alabama medical center,1234 main street,suite 200,building C,huntsville,al,35801,madison,2568901234,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,120 patients,al_hf-3
352,30015,central valley medical center,987 oak street,unit 5,empty,fresno,ca,93701,fresno,5597654321,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients who received appropriate treatment to prevent blood clots within 2 days of admission,78%,45 patients,ca_st-6
511,40022,southern regional medical center,111 pine avenue,suite 100,wing B,atlanta,ga,30303,fulton,4049876543,acute care hospitals,government - local,yes,infection prevention,ip-4,surgery patients who received appropriate hair removal,91%,95 patients,ga_ip-4
234,20019,northern lights regional health centre,345 cruse road,suite 100,empty,yellowknife,nt,99001,yellowknife,8677657865,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given discharge instructions,84%,47 patients,nt_hf-4
333,30012,southern hills hospital and medical center,9300 west sunset road,empty,empty,las vegas,nv,89148,clark,7028802100,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients who received appropriate treatment to prevent blood clots within 2 days of hospital admission,78%,63 patients,nv_st-6
444,40024,memorial hospital pembroke,7800 sheridan street,empty,empty,pembroke pines,fl,33024,broward,9548623600,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients assessed and given smoking cessation advice/counseling,91%,38 patients,fl_pn-8
123,20027,sunset hills hospital,789 crestview drive,suite 201,building B,sunset city,ca,90210,los angeles,3105551234,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-1,stroke patients treated with tPA within 60 minutes of arrival,82%,45 patients,ca_stroke-1
456,30032,mountain view medical center,440 pine street,suite 100,tower A,mountain city,co,80301,boulder,3038885678,acute care hospitals,government - local,yes,hip replacement,hip-2,hip replacement patients with prophylactic antibiotics continued after surgery,95%,68 patients,co_hip-2
789,40012,oak ridge regional hospital,123 oak street,suite 300,wing C,oak city,tn,37830,anderson,8657779876,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients with discharge instructions,88%,102 patients,tn_hf-3
255,20032,central peninsula hospital,250 hospital place,suite 3,empty,soldotna,ak,99669,kenai peninsula,9077144404,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given aspirin at arrival,78%,45 patients,ak_ami-7a
702,10033,choctaw general hospital,401 vanity fair avenue,empty,empty,butler,al,36904,choctaw,2054594241,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given beta blocker at discharge,83%,38 patients,al_ami-8a
589,10026,chilton medical center,101 crestview avenue,empty,empty,clanton,al,35045,chilton,2057552500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients given the right kind of antibiotic,91%,120 patients,al_scip-inf-2
234,20034,northern lights regional health centre,7 hospital drive,suite 101,empty,fort mcmurray,ab,12345,wood buffalo,7807916161,acute care hospitals,government - local,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,145 patients,ab_hf-3
367,30123,southern regional medical center,11 upper riverdale road sw,empty,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given smoking cessation advice/counseling,78%,52 patients,ga_ami-8b
302,10023,mountain view hospital,3001 scardale boulevard,suite 300,empty,birmingham,al,35223,jefferson,2058776111,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,al_hf-1
517,20005,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,35 patients,ak_ami-8a
729,10037,dekalb regional medical center,200 med center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietorship,yes,surgical infection prevention,scip-vte-2,patients who got treatment at the right time (within 24 hours before or after surgery) to help prevent blood clots,91%,110 patients,al_scip-vte-2
325,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,84%,45 patients,ak_ami-3
712,10036,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,79%,102 patients,al_hf-3
543,10025,dale medical center,126 hospital avenue,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,91%,63 patients,al_hf-4
278,20023,fairbanks memorial hospital,1650 cowles street,suite 102,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,32 patients,ak_ami-8a
562,10025,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,89%,42 patients,al_pn-2
721,10035,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,18 patients,al_ami-7a
230,10012,tuscaloosa medical center,1200 paul bryant drive,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,80%,120 patients,al_hf-3
511,10022,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-3,ischemic or hemorrhagic stroke patients who received antithrombotic therapy by the end of hospital day two,75%,90 patients,al_stroke-3
245,20031,northern light ar gould hospital,34 gould street,suite 1,empty,presque isle,me,4769,aroostook,2077684000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,21 patients,me_amix8a
511,20008,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9072123180,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,74%,37 patients,ak_ami-7a
703,10034,community hospital inc,805 friendship road,empty,empty,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,70 patients,al_pn-2
352,20021,st. elizabeth regional health,123 main street,suite 500,empty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,45 patients,ak_hf-3
576,30012,mountain view hospital,700 park avenue,unit 201,empty,denver,co,80205,denver,3039995678,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients given anticoagulation therapy,78%,60 patients,co_st-6
321,20039,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,41 patients,ak_ami-8b
